Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
123L4_R2_001 - polyg	(1, 0.7355114111491321)	(2, 0.7383094456228282)	(3, 0.7400349887043295)	(4, 0.7411499550031458)	(5, 0.7424826051983976)	(6, 0.7440541767433958)	(7, 0.7460398786279543)	(8, 0.7483335235855192)	(9, 0.7529739071339261)	(10, 0.7595840644769083)	(12, 0.7739750937766298)	(14, 0.7827275792223376)	(16, 0.7851539582630949)	(18, 0.7869777245661587)	(20, 0.7884484182079305)	(22, 0.7898341620364594)	(24, 0.7909570923802671)	(26, 0.7922605410772168)	(28, 0.7933701980127053)	(30, 0.7945966609414032)	(32, 0.7955151807970947)	(34, 0.7965478519643316)	(36, 0.7975300841799555)	(38, 0.7985919568454949)	(40, 0.7995980811960934)	(42, 0.8006042055466919)	(44, 0.8015200707207195)	(46, 0.8026005261579058)	(48, 0.8034287868370265)	(50, 0.8044667673675912)	(52, 0.8054038699949295)	(54, 0.8064843254321159)	(56, 0.8075435434159912)	(58, 0.808493919451649)	(60, 0.8094814610306005)	(62, 0.8104557292012329)	(64, 0.8115149471851083)	(66, 0.8125715104873199)	(68, 0.8134422460730621)	(70, 0.8144324423336775)	(72, 0.815473077545906)	(74, 0.8164738925331769)	(76, 0.8210956933099367)	(78, 0.8244565202963687)	(80, 0.8283429742522426)	(82, 0.8395775870536484)	(84, 0.8594054044009312)	(86, 0.8836771588534961)	(88, 0.9083444608739744)	(90, 0.9296137703647267)	(92, 0.9463303008019793)	(94, 0.9595904357129015)	(96, 0.9706179833445272)	(98, 0.9804801257257236)	(100, 0.988852991693501)	(102, 0.9956171205729865)	(104, 1.0022697528225901)	(106, 1.0079985558531748)	(108, 1.0136556824788356)	(110, 1.01910839861638)	(112, 1.0246938488371167)	(114, 1.029639520776866)	(116, 1.0345002429033723)	(118, 1.0390848781368383)	(120, 1.0437810100001856)	(122, 1.0485620916767766)	(124, 1.0540971029459003)	(126, 1.059371955411967)	(128, 1.0645034550681856)	(130, 1.0696668109043705)	(132, 1.0752310236717966)	(134, 1.0815624394400745)	(136, 1.0882867480946024)	(138, 1.095340237275447)
123L9_R1_001 - illumina_universal_adapter	(1, 0.0010295313961896934)	(2, 0.0010459600886820822)	(3, 0.001111674858651637)	(4, 0.001314295399391098)	(5, 0.0013526290152066716)	(6, 0.0014512011701610038)	(7, 0.0014840585551457815)	(8, 0.00154429709428454)	(9, 0.00158810694093091)	(10, 0.001815370520408954)	(12, 0.0020590627923793865)	(14, 0.002319183756842208)	(16, 0.0025765666058896316)	(18, 0.0034856209238018077)	(20, 0.003775861157834008)	(22, 0.0041071731230971804)	(24, 0.00445765189626814)	(26, 0.004838249939008479)	(28, 0.005248967251318197)	(30, 0.005673375140704906)	(32, 0.006174450261722762)	(34, 0.006738502037294775)	(36, 0.007338149313266963)	(38, 0.008028154397947289)	(40, 0.008679825866812043)	(42, 0.009577927723062625)	(44, 0.010566387388021348)	(46, 0.011732824554980946)	(48, 0.012885571144863555)	(50, 0.014186175967177663)	(52, 0.01586737883223211)	(54, 0.017690963698887258)	(56, 0.019892408492867344)	(58, 0.022603142754111485)	(60, 0.02591900052215861)	(62, 0.029733195295808194)	(64, 0.03398822665133687)	(66, 0.03888123889865332)	(68, 0.04500640308289891)	(70, 0.052547172936905334)	(72, 0.06245093639440033)	(74, 0.07403042648611899)	(76, 0.0881317208754193)	(78, 0.10523672787541137)	(80, 0.1257589029138203)	(82, 0.1516532603972403)	(84, 0.18397123664518433)	(86, 0.22208306511211076)	(88, 0.26614481837669735)	(90, 0.32080581641429)	(92, 0.38622486991898186)	(94, 0.4634260340561319)	(96, 0.5532115766424517)	(98, 0.6527721912617428)	(100, 0.7685068536397905)	(102, 0.9042927352047987)	(104, 1.0610744857750798)	(106, 1.2343835009927038)	(108, 1.4181028310196715)	(110, 1.6208219439140867)	(112, 1.8459415790218738)	(114, 2.093883406117005)	(116, 2.359436791563976)	(118, 2.632938926061848)	(120, 2.9256133446983377)	(122, 3.240836143780631)	(124, 3.5763237350522856)	(126, 3.928182518392606)	(128, 4.288436363596537)	(130, 4.650784867093247)	(132, 5.0307942150192755)	(134, 5.436114701845243)	(136, 5.856987684230672)	(138, 6.279854014638513)
123L9_R1_001 - polya	(1, 0.0039921722756504595)	(2, 0.006029330144706662)	(3, 0.007316244389943778)	(4, 0.00909054317912176)	(5, 0.01105651004737761)	(6, 0.012885571144863555)	(7, 0.014922729013919757)	(8, 0.018816329134615884)	(9, 0.022792072717773955)	(10, 0.028679020860879915)	(12, 0.032851908753946654)	(14, 0.03720277414901427)	(16, 0.04101696892266385)	(18, 0.04470794850262051)	(20, 0.04856321500750107)	(22, 0.0524458626665356)	(24, 0.05633124844098554)	(26, 0.06006329975217317)	(28, 0.06358725429179055)	(30, 0.06712489940848493)	(32, 0.07048730513859382)	(34, 0.07398935475488802)	(36, 0.07780902575936839)	(38, 0.08142881433852471)	(40, 0.08513622261097376)	(42, 0.08892851246130015)	(44, 0.09242782396217897)	(46, 0.09616535150419739)	(48, 0.09964549619716839)	(50, 0.10327349912257092)	(52, 0.10689328770172724)	(54, 0.11031593197097489)	(56, 0.11405345951299331)	(58, 0.11760479520676467)	(60, 0.12086041443567304)	(62, 0.12452127474606034)	(64, 0.12842308921300266)	(66, 0.1318539478284965)	(68, 0.13524647282817476)	(70, 0.1389785241393624)	(72, 0.14213557121331644)	(74, 0.145695121253334)	(76, 0.14936419590996747)	(78, 0.15306612795158575)	(80, 0.15674341695446542)	(82, 0.16046177768857606)	(84, 0.16368453953249965)	(86, 0.16743028142076427)	(88, 0.17100352203785882)	(90, 0.174250926920521)	(92, 0.17787892984592352)	(94, 0.18143300365511028)	(96, 0.18508291150383596)	(98, 0.18903948827908623)	(100, 0.19238546531670275)	(102, 0.195819062047612)	(104, 0.19970170970664652)	(106, 0.2031079252834018)	(108, 0.20673045197797352)	(110, 0.2104159553270994)	(112, 0.21391252871256278)	(114, 0.2172557676347639)	(116, 0.22067293567318075)	(118, 0.22438308206104518)	(120, 0.22853954126161954)	(122, 0.23203063841625216)	(124, 0.23561756961042368)	(126, 0.23910866676505627)	(128, 0.24235607164771844)	(130, 0.24554049987582646)	(132, 0.24920409830162915)	(134, 0.2526020995321382)	(136, 0.25634510330498744)	(138, 0.26002239230786717)
123L9_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004983370056024579)	(4, 0.0007557198546498813)	(5, 0.000930959241235361)	(6, 0.0011226273203132295)	(7, 0.0013745339385298565)	(8, 0.0016100118642540949)	(9, 0.0021850161014877003)	(10, 0.0028120445316138698)	(12, 0.0035239545396173813)	(14, 0.004241340778451688)	(16, 0.005161347558025458)	(18, 0.006037544490952855)	(20, 0.00671659711397159)	(22, 0.007406602198651916)	(24, 0.008340299555302676)	(26, 0.009276735027368832)	(28, 0.010172098768204019)	(30, 0.011081153086116194)	(32, 0.011894373364489435)	(34, 0.012773308412832233)	(36, 0.013819268501514315)	(38, 0.01477213266607286)	(40, 0.015829045216416534)	(42, 0.01682845734303685)	(44, 0.017896322355042116)	(46, 0.019465262488065238)	(48, 0.020620747193363247)	(50, 0.02176801755241506)	(52, 0.02290159733438988)	(54, 0.02420220215670399)	(56, 0.025385068016155976)	(58, 0.0265159096827154)	(60, 0.027531750501828104)	(62, 0.02848187655097125)	(64, 0.030012483068178802)	(66, 0.03304631494843992)	(68, 0.03621431448405554)	(70, 0.054181827839898014)	(72, 0.060014013674696005)	(74, 0.06201283792793664)	(76, 0.06360368298428294)	(78, 0.06503845546195156)	(80, 0.06632810782260407)	(82, 0.06771907045362632)	(84, 0.06922229581667988)	(86, 0.07068992567933327)	(88, 0.07264220197051213)	(90, 0.0741481654489811)	(92, 0.07558567604206512)	(94, 0.07717104486758064)	(96, 0.0789727248109126)	(98, 0.08073607113842898)	(100, 0.08268834742960784)	(102, 0.08482681556903378)	(104, 0.08675444882147405)	(106, 0.08882172596009963)	(108, 0.09123674375648078)	(110, 0.09351485578209201)	(112, 0.09620916135084376)	(114, 0.09918823092279691)	(116, 0.10238634972798193)	(118, 0.105488634493628)	(120, 0.10876342053044415)	(122, 0.1124680906874778)	(124, 0.11646847730937446)	(126, 0.12093708166730419)	(128, 0.12598616649329833)	(130, 0.13167049409566484)	(132, 0.13806399359061944)	(134, 0.14542678594262498)	(136, 0.15346589280223388)	(138, 0.16254000728886323)
123L9_R2_001 - illumina_universal_adapter	(1, 0.0010295313961896934)	(2, 0.0010514363195128784)	(3, 0.0011554847052980069)	(4, 0.0013033429377295055)	(5, 0.0013416765535450791)	(6, 0.0014347724776686151)	(7, 0.0014676298626533928)	(8, 0.0015223921709613551)	(9, 0.0015826307101001137)	(10, 0.0018235848666551483)	(12, 0.002072753369456377)	(14, 0.0022808501410266344)	(16, 0.002519066182166271)	(18, 0.0034335967309092434)	(20, 0.003723836964941444)	(22, 0.004068839507281607)	(24, 0.004430270742114159)	(26, 0.004890274131901044)	(28, 0.005353015637103326)	(30, 0.005881471912275163)	(32, 0.006544095842801508)	(34, 0.007217672234989446)	(36, 0.007992558897547115)	(38, 0.008885184522966902)	(40, 0.009706619147586339)	(42, 0.010848413275807354)	(44, 0.0120942557898135)	(46, 0.013526290152066717)	(48, 0.014944633937242942)	(50, 0.016530002762758456)	(52, 0.0185014458618451)	(54, 0.020639914001271034)	(56, 0.02319457568383748)	(58, 0.02626674117991417)	(60, 0.02985093425867031)	(62, 0.03399096476675227)	(64, 0.03862385604960589)	(66, 0.04392484749381665)	(68, 0.05057572983781869)	(70, 0.05859566988951978)	(72, 0.06886086458184734)	(74, 0.08096333471790702)	(76, 0.09537677426456273)	(78, 0.11284047438397195)	(80, 0.1337158663109672)	(82, 0.15997165502921978)	(84, 0.19275784901319687)	(86, 0.23153503952606508)	(88, 0.2759308428713302)	(90, 0.33106005864495597)	(92, 0.3966269703820794)	(94, 0.4742142087928005)	(96, 0.5642489198819215)	(98, 0.6638670349249359)	(100, 0.7794757439938753)	(102, 0.9151384103651907)	(104, 1.0719311133971332)	(106, 1.2447801252249704)	(108, 1.4278861173988888)	(110, 1.6297701050916076)	(112, 1.8539697334198213)	(114, 2.100638336846792)	(116, 2.36493218920268)	(118, 2.636616215064728)	(120, 2.9272644282938227)	(122, 3.239803874269026)	(124, 3.5736020483293798)	(126, 3.922322951403654)	(128, 4.279934515231726)	(130, 4.639172519616544)	(132, 5.0157701757349855)	(134, 5.417043727976996)	(136, 5.833062031730924)	(138, 6.250213915266828)
123L9_R2_001 - polya	(1, 0.01736512796445488)	(2, 0.02169135032078391)	(3, 0.025267329053293857)	(4, 0.02912259555817441)	(5, 0.03348167529948822)	(6, 0.037506704960123455)	(7, 0.04153721085158949)	(8, 0.04765963692041969)	(9, 0.05352468014020246)	(10, 0.06306701236286491)	(12, 0.07194672065500102)	(14, 0.08092500110209146)	(16, 0.08933101542736369)	(18, 0.09740571778737274)	(20, 0.10516553687461101)	(22, 0.11347571716034431)	(24, 0.1215120859045378)	(26, 0.12931571483842244)	(28, 0.13695505684738318)	(30, 0.14415082415904945)	(32, 0.15190516701545692)	(34, 0.15935284094533983)	(36, 0.1669702780309774)	(38, 0.17477116884944666)	(40, 0.18184372096742)	(42, 0.18919556085776396)	(44, 0.19665966348013922)	(46, 0.203693881982297)	(48, 0.21063774267574661)	(50, 0.21766648494707358)	(52, 0.22512237322320267)	(54, 0.2329643357729029)	(56, 0.24032439000949304)	(58, 0.24784599305559168)	(60, 0.25492675951981125)	(62, 0.2625907445675105)	(64, 0.2699617512657623)	(66, 0.27720132842407497)	(68, 0.28426840431121747)	(70, 0.291362861352514)	(72, 0.2982656503147327)	(74, 0.30532998808645984)	(76, 0.3121342048937241)	(78, 0.3186646101594487)	(80, 0.3257837102394838)	(82, 0.33265364181671764)	(84, 0.33929630981447356)	(86, 0.34678231736017195)	(88, 0.35367689197614444)	(90, 0.3605002755913166)	(92, 0.36746330309267394)	(94, 0.37434144901615407)	(96, 0.38136471505665026)	(98, 0.38844000529003897)	(100, 0.39526886513604187)	(102, 0.4018951044413054)	(104, 0.40875682167229305)	(106, 0.41545699009377224)	(108, 0.42227489747811353)	(110, 0.4290489950158085)	(112, 0.43555475724279447)	(114, 0.441775755466579)	(116, 0.4483910423101808)	(118, 0.455063829577506)	(120, 0.4621007861950792)	(122, 0.46900631327271325)	(124, 0.4756544575012999)	(126, 0.48186176514800744)	(128, 0.488028001063484)	(130, 0.49437495259637687)	(132, 0.5012448841736108)	(134, 0.5073590958961948)	(136, 0.5133062825784395)	(138, 0.5191987069523762)
123L9_R2_001 - polyg	(1, 0.4233947866830114)	(2, 0.42595218648099326)	(3, 0.4277648188859868)	(4, 0.42989507267916655)	(5, 0.4322881855522245)	(6, 0.43503177719845343)	(7, 0.43862418462345576)	(8, 0.44151563450211617)	(9, 0.4445056565357309)	(10, 0.4491029523181843)	(12, 0.45553204731353913)	(14, 0.4587931427732783)	(16, 0.46060851329368724)	(18, 0.4622240013887721)	(20, 0.4636615119818561)	(22, 0.46481152045632335)	(24, 0.46609022035531433)	(26, 0.46705129886611907)	(28, 0.4679220195682156)	(30, 0.46904190877311347)	(32, 0.4699372725139487)	(34, 0.4708435887164454)	(36, 0.47185669142014275)	(38, 0.4726507448906082)	(40, 0.4734831319768892)	(42, 0.4743319477556626)	(44, 0.47517528730360525)	(46, 0.4759611264278245)	(48, 0.4768126803220133)	(50, 0.47785042606444916)	(52, 0.4789046004993775)	(54, 0.4799423462418134)	(56, 0.4807966382514176)	(58, 0.4817193831464067)	(60, 0.48267498542638065)	(62, 0.4836661832067548)	(64, 0.4844766653697127)	(66, 0.4853090524559937)	(68, 0.4861770350426749)	(70, 0.4870696606680947)	(72, 0.48796502440892986)	(74, 0.48898086522804257)	(76, 0.4905607578227273)	(78, 0.4921981508411354)	(80, 0.4935343511638497)	(82, 0.49499924291108766)	(84, 0.4965380637745414)	(86, 0.4983452199487042)	(88, 0.5000538039679125)	(90, 0.501748697410044)	(92, 0.5036489495083303)	(94, 0.5057819414169253)	(96, 0.5073645721270256)	(98, 0.5090512512229108)	(100, 0.5107132872800575)	(102, 0.5125204434542202)	(104, 0.5142618848584135)	(106, 0.5160361836475914)	(108, 0.5178789353221543)	(110, 0.5197518062662867)	(112, 0.5221640859472524)	(114, 0.5244011262416326)	(116, 0.5265806661122896)	(118, 0.5290367556399016)	(120, 0.5318077284402847)	(122, 0.5346389397798061)	(124, 0.5376399142750825)	(126, 0.5408435093110984)	(128, 0.5444988933906549)	(130, 0.5483295168567969)	(132, 0.5526420486360488)	(134, 0.5575569658066886)	(136, 0.5632111741394856)	(138, 0.5693253858620697)
123M4_R1_001 - illumina_universal_adapter	(1, 0.004232570745722744)	(2, 0.00425909061255058)	(3, 0.004434121733614302)	(4, 0.0047947919224728824)	(5, 0.004943303176708768)	(6, 0.005134246217869193)	(7, 0.00524032568518054)	(8, 0.005309277338932915)	(9, 0.0054312687263409634)	(10, 0.005746855141592221)	(12, 0.006298468371611225)	(14, 0.006765218027781152)	(16, 0.007295615364337886)	(18, 0.007812752767480703)	(20, 0.008404145797741461)	(22, 0.008934543134298197)	(24, 0.009425160670613176)	(26, 0.009979425887314965)	(28, 0.010695462291666555)	(30, 0.011419454656066499)	(32, 0.012196486754122115)	(34, 0.012917827131839275)	(36, 0.013944145978076555)	(38, 0.015026156544652296)	(40, 0.016078995257717416)	(42, 0.01732542899862574)	(44, 0.018433959432029315)	(46, 0.01980768853371126)	(48, 0.021420096436843734)	(50, 0.02333748280849633)	(52, 0.02599477346464557)	(54, 0.028569852533628516)	(56, 0.03131200676362683)	(58, 0.03517329937375986)	(60, 0.039633940974202)	(62, 0.04474431931192614)	(64, 0.04996077711696163)	(66, 0.05620620575491718)	(68, 0.06391553104176932)	(70, 0.07366688607436489)	(72, 0.08642824599191992)	(74, 0.10038299991672761)	(76, 0.11663437430882598)	(78, 0.13567298670452996)	(80, 0.15885665428542484)	(82, 0.18684306974884096)	(84, 0.22119955722430346)	(86, 0.2606399031706622)	(88, 0.30513228374772394)	(90, 0.35987194086706176)	(92, 0.425100205316809)	(94, 0.5025223045339956)	(96, 0.590759205443574)	(98, 0.6881215925286109)	(100, 0.8006719073459501)	(102, 0.9310197047914504)	(104, 1.0827000831132627)	(106, 1.2499264073695526)	(108, 1.4276864227298596)	(110, 1.6250260557691583)	(112, 1.8485407973675319)	(114, 2.102121111988624)	(116, 2.3743183731228577)	(118, 2.654962211841757)	(120, 2.9511254766283064)	(122, 3.2827378474036255)	(124, 3.64121219128886)	(126, 4.017059699933011)	(128, 4.393434953927035)	(130, 4.772462194603843)	(132, 5.179881604706534)	(134, 5.616003466676991)	(136, 6.071132117202961)	(138, 6.5209674023100925)
123M4_R1_001 - polya	(1, 0.02189480205306201)	(2, 0.024451317215265472)	(3, 0.02685401714986748)	(4, 0.028789967428299562)	(5, 0.03112901968251476)	(6, 0.0335264156437512)	(7, 0.03594502749844991)	(8, 0.03929713866548848)	(9, 0.04290384055407427)	(10, 0.048544616228355146)	(12, 0.053278412457124)	(14, 0.058250887487343396)	(16, 0.06269826915437161)	(18, 0.06643491839041382)	(20, 0.07046593814824499)	(22, 0.07460038538670474)	(24, 0.07901329122685677)	(26, 0.08317956230550994)	(28, 0.08743334894469494)	(30, 0.0911567382473232)	(32, 0.09487217158990315)	(34, 0.09896418704143836)	(36, 0.10302968262614573)	(38, 0.10732855303893807)	(40, 0.11130653306311357)	(42, 0.1151360018330532)	(44, 0.11885143517563312)	(46, 0.12272863970586284)	(48, 0.126833915090812)	(50, 0.13065807988738604)	(52, 0.13540248406288602)	(54, 0.13969870248899557)	(56, 0.14418851594294835)	(58, 0.14872871714387398)	(60, 0.15284194848887145)	(62, 0.15707186724791145)	(64, 0.16158024460864367)	(66, 0.16582872727446313)	(68, 0.17007190596691701)	(70, 0.1747977462356375)	(72, 0.17981530503946422)	(74, 0.18434489829365874)	(76, 0.18898587498853014)	(78, 0.19353138016282137)	(80, 0.1976340035610877)	(82, 0.20215033688186831)	(84, 0.20666401821596614)	(86, 0.21143494225829396)	(88, 0.2159937073659991)	(90, 0.2205206486335108)	(92, 0.22571323855840125)	(94, 0.23067245365520672)	(96, 0.23541155385734114)	(98, 0.2401957378330829)	(100, 0.24434079301827377)	(102, 0.24837711674947055)	(104, 0.252980965630783)	(106, 0.25770150192613794)	(108, 0.26222313922028406)	(110, 0.26707892683646095)	(112, 0.27155548035699983)	(114, 0.275941866330324)	(116, 0.28017708906272953)	(118, 0.2843460121280655)	(120, 0.2887615699549003)	(122, 0.29292784103355346)	(124, 0.29691642900446014)	(126, 0.3013691146448539)	(128, 0.3057210247913019)	(130, 0.31029304983242095)	(132, 0.31494993844738906)	(134, 0.31904990985897264)	(136, 0.3234813796059042)	(138, 0.3279048933927874)
123M4_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0013312973147574041)	(4, 0.0019041264382386777)	(5, 0.0023708760944086043)	(6, 0.0027368502566327514)	(7, 0.0032035999128026777)	(8, 0.003654437648875902)	(9, 0.004656888614968131)	(10, 0.005614255807453037)	(12, 0.0067466541210016665)	(14, 0.008083255409124638)	(16, 0.009181177895797078)	(18, 0.010361311969635814)	(20, 0.011459234456308254)	(22, 0.012591632769856883)	(24, 0.014007793658463365)	(26, 0.015312571106392933)	(28, 0.016779119741972305)	(30, 0.018195280630578785)	(32, 0.019738736879958883)	(34, 0.02156860769107962)	(36, 0.023284443074840656)	(38, 0.025024146338746743)	(40, 0.026930924763668207)	(42, 0.02876079557478894)	(44, 0.030760393533607832)	(46, 0.034555386476671265)	(48, 0.03659741622241469)	(50, 0.038432591006900996)	(52, 0.04032876148509133)	(54, 0.042293883617034025)	(56, 0.04414497032161703)	(58, 0.04602522887971066)	(60, 0.047857751677514174)	(62, 0.049698230435366045)	(64, 0.05276923101402954)	(66, 0.05896957587837777)	(68, 0.06574274986620728)	(70, 0.12141855828456771)	(72, 0.13739147407497376)	(74, 0.14184946368873314)	(76, 0.14471360930613952)	(78, 0.147331120162047)	(80, 0.14997780287146512)	(82, 0.15240967465957772)	(84, 0.15475933486052407)	(86, 0.15750679306388796)	(88, 0.1602091674936445)	(90, 0.16281607040282087)	(92, 0.1652956779512236)	(94, 0.1677805894729919)	(96, 0.17043788012914113)	(98, 0.17320125025260175)	(100, 0.17625633891116854)	(102, 0.1792981676363214)	(104, 0.18233469238810868)	(106, 0.1855992879946154)	(108, 0.18879227996068695)	(110, 0.19248384542312183)	(112, 0.1963053582330131)	(114, 0.200118915082856)	(116, 0.20412076298717657)	(118, 0.20834537777285098)	(120, 0.21322503326917294)	(122, 0.21857143842166482)	(124, 0.22435011740345046)	(126, 0.23049211856077745)	(128, 0.23753844717693368)	(130, 0.24523451253037187)	(132, 0.2541133639443316)	(134, 0.26309299085223714)	(136, 0.27402978393203703)	(138, 0.2865683769682382)
123M4_R2_001 - illumina_universal_adapter	(1, 0.004243178692453878)	(2, 0.0042643945859161475)	(3, 0.004444729680345437)	(4, 0.0047947919224728824)	(5, 0.0049379992033432)	(6, 0.005081206484213519)	(7, 0.005187285951524866)	(8, 0.005256237605277241)	(9, 0.005372925019319723)	(10, 0.005685859447888197)	(12, 0.006179128970885959)	(14, 0.006637922667007535)	(16, 0.007125888216639732)	(18, 0.007643025619782548)	(20, 0.008215854743263822)	(22, 0.008751556053186123)	(24, 0.009303169283205128)	(26, 0.009894562313465888)	(28, 0.010626510637914182)	(30, 0.011392934789238663)	(32, 0.012246874501095005)	(34, 0.013206893680262694)	(36, 0.014448023447805455)	(38, 0.01569976116207935)	(40, 0.016967410796449943)	(42, 0.018484347179002207)	(44, 0.019868684227415286)	(46, 0.021515567957423945)	(48, 0.02350986194287727)	(50, 0.025790570490071225)	(52, 0.028776707494885645)	(54, 0.031593117352001904)	(56, 0.034595166276913024)	(58, 0.038817129075904636)	(60, 0.043641092851888136)	(62, 0.049204960912368284)	(64, 0.05477678493289678)	(66, 0.06145183541346329)	(68, 0.06955365472936742)	(70, 0.07962324816389701)	(72, 0.09271345443011723)	(74, 0.107047442450563)	(76, 0.12376291451214848)	(78, 0.1431356772298832)	(80, 0.166528851758718)	(82, 0.19502975263859415)	(84, 0.22972304242277017)	(86, 0.2695134506112564)	(88, 0.3143187656168866)	(90, 0.36940318100498626)	(92, 0.43504515537724775)	(94, 0.5127457131961266)	(96, 0.6013353283345153)	(98, 0.6985757240321442)	(100, 0.8107176329003347)	(102, 0.9408240995577017)	(104, 1.092048336170075)	(106, 1.2588026067968299)	(108, 1.4353612721898354)	(110, 1.6309214221649864)	(112, 1.8529802230745118)	(114, 2.105136420846949)	(116, 2.3755754148104966)	(118, 2.6529069221626)	(120, 2.9454502251271495)	(122, 3.2735089337475385)	(124, 3.6277321429802707)	(126, 3.9977399769489317)	(128, 4.368723742016858)	(130, 4.742579608662237)	(132, 5.144183211969583)	(134, 5.573622067499426)	(136, 6.020497735468572)	(138, 6.462623695288851)
